id,sexo,edad,anios_educacion,nivel_educativo,departamento,ingreso_laboral,horas_semana
569,mujer,65,2,primaria,Bogota D.C.,300000,20
570,hombre,37,10,media,Bogota D.C.,2500000,48
571,mujer,41,5,primaria,Bogota D.C.,500000,60
572,mujer,20,11,media,Bogota D.C.,40000,70
573,hombre,18,9,secundaria,Bogota D.C.,600000,60
574,mujer,35,13,superior,Bogota D.C.,1000000,48
575,mujer,32,11,media,Bogota D.C.,781242,54
576,mujer,29,16,superior,Bogota D.C.,3500000,40
577,mujer,52,18,superior,Bogota D.C.,6000000,45
578,mujer,48,5,primaria,Bogota D.C.,700000,70
579,mujer,21,11,superior,Bogota D.C.,50000,16
580,hombre,53,5,primaria,Bogota D.C.,1200000,48
581,mujer,52,11,media,Bogota D.C.,600000,48
582,hombre,21,9,secundaria,Bogota D.C.,931242,84
583,mujer,40,16,superior,Bogota D.C.,1500000,48
584,mujer,55,3,primaria,Bogota D.C.,1142200,48
585,hombre,35,11,media,Bogota D.C.,781242,48
586,hombre,61,11,media,Bogota D.C.,300000,10
587,mujer,38,11,media,Bogota D.C.,850000,48
588,hombre,21,11,media,Bogota D.C.,800000,48
589,mujer,58,11,media,Bogota D.C.,1450000,48
590,mujer,52,9,secundaria,Bogota D.C.,800000,40
591,hombre,46,11,media,Bogota D.C.,3000000,48
592,mujer,53,8,secundaria,Bogota D.C.,200000,30
593,mujer,22,16,superior,Bogota D.C.,200000,30
594,hombre,21,15,superior,Bogota D.C.,781242,48
595,mujer,36,8,secundaria,Bogota D.C.,1020000,40
596,mujer,23,7,secundaria,Bogota D.C.,781242,48
597,hombre,26,16,superior,Bogota D.C.,1700000,48
598,hombre,37,16,superior,Bogota D.C.,1605000,60
599,mujer,41,16,superior,Bogota D.C.,1200000,48
600,mujer,29,14,superior,Bogota D.C.,781242,48
601,hombre,39,16,superior,Bogota D.C.,2000000,50
602,hombre,39,11,media,Bogota D.C.,400000,65
603,mujer,34,12,superior,Bogota D.C.,450000,65
604,hombre,62,20,superior,Bogota D.C.,23000000,45
605,mujer,41,5,primaria,Bogota D.C.,781242,60
606,hombre,47,1,primaria,Bogota D.C.,3000000,98
607,mujer,26,14,superior,Bogota D.C.,750000,84
608,hombre,59,5,primaria,Bogota D.C.,500000,60
609,mujer,58,3,primaria,Bogota D.C.,240000,3
610,hombre,59,6,secundaria,Bogota D.C.,400000,48
611,mujer,59,7,secundaria,Bogota D.C.,125000,12
612,hombre,23,14,superior,Bogota D.C.,800000,40
613,hombre,34,17,superior,Bogota D.C.,6000000,48
614,mujer,34,18,superior,Bogota D.C.,12000000,48
615,mujer,27,16,superior,Bogota D.C.,800000,48
616,hombre,43,11,media,Bogota D.C.,781242,48
617,hombre,58,13,media,Bogota D.C.,800000,60
618,mujer,49,11,media,Bogota D.C.,1490000,48
619,hombre,29,11,media,Bogota D.C.,890000,48
620,mujer,28,11,superior,Bogota D.C.,1000000,48
621,hombre,61,4,primaria,Bogota D.C.,500000,54
622,hombre,26,13,superior,Bogota D.C.,781242,48
623,mujer,24,11,media,Bogota D.C.,850000,48
624,hombre,34,14,superior,Bogota D.C.,781242,72
625,mujer,27,12,superior,Bogota D.C.,781242,48
626,hombre,31,11,media,Bogota D.C.,1500000,66
627,mujer,50,5,primaria,Bogota D.C.,800000,68
628,hombre,36,5,primaria,Bogota D.C.,1200000,60
629,hombre,47,6,secundaria,Bogota D.C.,2000000,50
630,mujer,55,8,secundaria,Bogota D.C.,1000000,55
631,mujer,34,11,media,Bogota D.C.,1000000,42
632,mujer,20,11,media,Bogota D.C.,1120000,48
633,hombre,23,11,media,Bogota D.C.,1000000,50
634,hombre,29,5,primaria,Bogota D.C.,781242,105
635,mujer,37,5,primaria,Bogota D.C.,400000,112
636,mujer,43,11,media,Bogota D.C.,850000,48
637,hombre,23,13,superior,Bogota D.C.,900000,48
638,hombre,41,10,media,Bogota D.C.,1100000,45
639,hombre,32,8,secundaria,Bogota D.C.,700000,72
640,mujer,25,12,superior,Bogota D.C.,820000,60
641,hombre,20,11,media,Bogota D.C.,600000,68
642,mujer,50,15,superior,Bogota D.C.,300000,48
643,hombre,28,12,superior,Bogota D.C.,1000000,72
644,hombre,28,12,superior,Bogota D.C.,1200000,72
645,mujer,64,11,media,Bogota D.C.,2400000,40
646,hombre,51,8,secundaria,Bogota D.C.,450000,48
647,hombre,49,11,media,Bogota D.C.,450000,48
648,hombre,37,11,media,Bogota D.C.,60000,20
649,mujer,29,11,media,Bogota D.C.,1200000,72
650,hombre,59,16,superior,Bogota D.C.,6000000,20
651,mujer,51,9,secundaria,Bogota D.C.,600000,30
652,mujer,28,18,superior,Bogota D.C.,1200000,91
653,mujer,33,14,superior,Bogota D.C.,900000,48
654,hombre,39,13,superior,Bogota D.C.,200000,20
655,mujer,21,11,media,Bogota D.C.,700000,40
656,hombre,22,10,media,Bogota D.C.,900000,48
657,hombre,26,11,media,Bogota D.C.,500000,48
658,mujer,47,11,media,Bogota D.C.,781242,60
659,mujer,43,15,superior,Bogota D.C.,500000,54
660,mujer,22,15,superior,Bogota D.C.,950000,45
661,mujer,49,1,primaria,Bogota D.C.,740000,72
662,mujer,44,18,superior,Bogota D.C.,2350000,48
663,hombre,54,13,superior,Bogota D.C.,1000000,70
664,mujer,46,8,secundaria,Bogota D.C.,800000,58
665,mujer,26,11,media,Bogota D.C.,700000,60
666,hombre,51,5,primaria,Bogota D.C.,930000,77
667,mujer,43,5,primaria,Bogota D.C.,1081242,20
668,mujer,46,11,media,Bogota D.C.,1000000,40
669,mujer,33,11,media,Bogota D.C.,1300000,60
670,hombre,44,11,media,Bogota D.C.,1000000,48
671,mujer,60,14,superior,Bogota D.C.,500000,30
672,hombre,40,16,superior,Bogota D.C.,1962000,40
673,mujer,40,11,media,Bogota D.C.,1310000,40
674,mujer,58,19,superior,Bogota D.C.,8000000,40
675,mujer,29,18,superior,Bogota D.C.,3400000,36
676,hombre,41,16,superior,Bogota D.C.,68280000,48
677,mujer,33,16,superior,Bogota D.C.,2000000,50
678,mujer,62,7,secundaria,Bogota D.C.,2000000,72
679,hombre,24,12,superior,Bogota D.C.,1900000,40
680,mujer,32,8,secundaria,Bogota D.C.,900000,60
681,hombre,43,5,primaria,Bogota D.C.,1000000,60
682,mujer,39,19,superior,Bogota D.C.,3400000,48
683,hombre,52,25,superior,Bogota D.C.,6500000,44
684,mujer,40,18,superior,Bogota D.C.,6800000,40
685,hombre,36,13,superior,Bogota D.C.,1280000,48
686,hombre,36,16,superior,Bogota D.C.,600000,25
687,hombre,51,2,primaria,Bogota D.C.,570000,40
688,mujer,45,5,primaria,Bogota D.C.,400000,40
689,hombre,21,11,media,Bogota D.C.,781242,40
690,mujer,22,11,media,Bogota D.C.,200000,35
691,hombre,51,16,superior,Bogota D.C.,1300000,40
692,mujer,51,20,superior,Bogota D.C.,11000000,40
693,hombre,41,19,superior,Bogota D.C.,11000000,50
694,mujer,36,18,superior,Bogota D.C.,5000000,36
695,hombre,49,13,superior,Bogota D.C.,3400000,48
696,mujer,42,18,superior,Bogota D.C.,1000000,60
697,hombre,22,11,media,Bogota D.C.,781242,48
698,mujer,48,9,secundaria,Bogota D.C.,200000,7
699,mujer,27,11,media,Bogota D.C.,781242,48
700,hombre,53,16,superior,Bogota D.C.,2000000,40
701,hombre,53,11,media,Bogota D.C.,822000,40
702,hombre,37,11,media,Bogota D.C.,1500000,45
703,mujer,60,5,primaria,Bogota D.C.,150000,60
704,mujer,46,9,secundaria,Bogota D.C.,540000,35
705,hombre,26,14,superior,Bogota D.C.,1170000,40
706,hombre,38,11,media,Bogota D.C.,1200000,48
707,mujer,49,15,superior,Bogota D.C.,150000,15
708,mujer,47,8,secundaria,Bogota D.C.,100000,8
709,hombre,26,11,media,Bogota D.C.,781242,48
710,hombre,48,8,secundaria,Bogota D.C.,400000,49
711,mujer,35,11,media,Bogota D.C.,900000,48
712,mujer,52,5,primaria,Bogota D.C.,781242,48
713,hombre,57,15,superior,Bogota D.C.,3400000,48
714,mujer,58,19,superior,Bogota D.C.,3800000,40
715,mujer,47,11,media,Bogota D.C.,200000,30
716,hombre,53,5,primaria,Bogota D.C.,500000,60
717,hombre,47,18,superior,Bogota D.C.,5000000,55
718,mujer,43,18,superior,Bogota D.C.,16000000,50
719,hombre,57,16,superior,Bogota D.C.,4000000,50
720,mujer,59,16,superior,Bogota D.C.,2500000,60
721,hombre,59,10,media,Bogota D.C.,781242,48
722,mujer,27,16,superior,Bogota D.C.,1500000,48
723,mujer,59,18,superior,Bogota D.C.,6000000,40
724,hombre,56,18,superior,Bogota D.C.,11000000,58
725,hombre,22,16,superior,Bogota D.C.,1600000,55
726,hombre,25,16,superior,Bogota D.C.,2500000,48
727,hombre,36,16,superior,Bogota D.C.,1800000,50
728,hombre,50,5,primaria,Bogota D.C.,1200000,62
729,hombre,31,13,superior,Bogota D.C.,781242,60
730,mujer,29,12,superior,Bogota D.C.,781242,48
731,hombre,23,11,media,Bogota D.C.,1000000,48
732,mujer,22,11,media,Bogota D.C.,781242,48
733,hombre,46,19,superior,Bogota D.C.,9500000,30
734,mujer,46,17,superior,Bogota D.C.,1200000,40
735,hombre,41,11,media,Bogota D.C.,2000000,60
736,mujer,32,12,superior,Bogota D.C.,800000,50
737,hombre,54,17,superior,Bogota D.C.,3000000,40
738,mujer,45,18,superior,Bogota D.C.,10000000,48
739,mujer,50,5,primaria,Bogota D.C.,1141242,48
740,hombre,22,5,primaria,Bogota D.C.,900000,48
741,mujer,28,5,primaria,Bogota D.C.,470000,54
742,mujer,35,18,superior,Bogota D.C.,4000000,40
743,hombre,55,17,superior,Bogota D.C.,15000000,40
744,mujer,52,17,superior,Bogota D.C.,12000000,50
745,mujer,40,2,primaria,Bogota D.C.,781242,48
746,hombre,55,17,superior,Bogota D.C.,8000000,55
747,mujer,54,16,superior,Bogota D.C.,1600000,50
748,hombre,53,7,secundaria,Bogota D.C.,1200000,70
749,hombre,43,10,media,Bogota D.C.,800000,48
750,hombre,27,17,superior,Bogota D.C.,4400000,45
751,mujer,30,15,superior,Bogota D.C.,3500000,40
752,mujer,37,13,superior,Bogota D.C.,860000,84
753,mujer,42,11,media,Bogota D.C.,1281242,48
754,mujer,23,14,superior,Bogota D.C.,1300000,40
755,hombre,22,11,media,Bogota D.C.,830000,52
756,hombre,59,11,media,Bogota D.C.,2000000,60
757,mujer,22,14,superior,Bogota D.C.,840000,36
758,mujer,40,3,primaria,Bogota D.C.,1100000,48
759,mujer,45,11,media,Bogota D.C.,781242,48
760,hombre,48,11,media,Bogota D.C.,2000000,50
761,hombre,65,15,superior,Bogota D.C.,1800000,40
762,hombre,43,18,superior,Bogota D.C.,22000000,45
763,mujer,40,18,superior,Bogota D.C.,8000000,40
764,mujer,51,9,secundaria,Bogota D.C.,781242,48
765,hombre,23,11,media,Bogota D.C.,400000,20
766,hombre,29,16,superior,Bogota D.C.,1962000,43
767,mujer,25,16,superior,Bogota D.C.,2300000,43
768,hombre,45,18,superior,Bogota D.C.,17000000,50
769,hombre,63,11,media,Bogota D.C.,1300000,48
770,mujer,52,11,media,Bogota D.C.,200000,15
771,hombre,46,13,superior,Bogota D.C.,781242,56
772,mujer,36,16,superior,Bogota D.C.,800000,40
773,hombre,25,11,media,Bogota D.C.,1100000,48
774,hombre,63,8,secundaria,Bogota D.C.,1600000,50
775,hombre,31,16,superior,Bogota D.C.,1500000,45
776,mujer,23,13,superior,Bogota D.C.,1200000,70
777,hombre,26,11,media,Bogota D.C.,1000000,72
778,mujer,22,11,media,Bogota D.C.,781242,72
779,hombre,36,11,media,Bogota D.C.,781242,70
780,hombre,44,11,media,Bogota D.C.,781242,48
781,hombre,35,18,superior,Bogota D.C.,5000000,50
782,mujer,33,18,superior,Bogota D.C.,4000000,40
783,hombre,33,3,primaria,Bogota D.C.,900000,54
784,mujer,28,5,primaria,Bogota D.C.,600000,48
785,hombre,39,11,media,Bolivar,990000,48
786,mujer,41,11,media,Bolivar,781242,48
787,hombre,46,11,media,Bolivar,500000,48
788,hombre,47,11,media,Bolivar,900000,48
789,hombre,24,13,superior,Bolivar,800000,48
790,hombre,47,11,media,Bolivar,1200000,48
791,hombre,24,14,superior,Bolivar,600000,40
792,hombre,23,11,media,Bolivar,750000,48
793,hombre,52,11,media,Bolivar,781242,48
794,hombre,45,5,primaria,Bolivar,900000,48
795,hombre,37,11,media,Bolivar,781242,48
796,mujer,38,11,media,Bolivar,2000000,30
797,hombre,34,11,media,Bolivar,700000,40
798,hombre,36,13,superior,Bolivar,1000000,48
799,hombre,45,13,superior,Bolivar,2000000,48
800,mujer,37,11,media,Bolivar,80000,24
801,hombre,19,13,superior,Bolivar,781242,30
802,mujer,45,11,media,Bolivar,781242,48
803,hombre,28,11,media,Bolivar,1000000,48
804,hombre,49,8,secundaria,Bolivar,1000000,48
805,hombre,31,11,media,Bolivar,500000,48
806,hombre,40,11,media,Bolivar,1050000,48
807,mujer,30,11,media,Bolivar,781242,48
808,hombre,39,11,media,Bolivar,1200000,48
809,hombre,34,5,primaria,Bolivar,800000,48
810,hombre,28,11,media,Bolivar,4000000,64
811,hombre,29,16,superior,Bolivar,1200000,48
812,mujer,28,16,superior,Bolivar,1300000,48
813,hombre,53,14,superior,Bolivar,1500000,48
814,mujer,46,14,superior,Bolivar,1600000,48
815,mujer,26,13,superior,Bolivar,1000000,48
816,hombre,34,11,media,Bolivar,750000,48
817,mujer,34,16,superior,Bolivar,450000,40
818,hombre,64,14,superior,Bolivar,1100000,40
819,hombre,38,15,superior,Bolivar,781242,48
820,mujer,48,8,secundaria,Bolivar,560000,70
821,mujer,54,16,superior,Bolivar,200000,24
822,hombre,37,16,superior,Bolivar,900000,48
823,mujer,43,17,superior,Bolivar,2000000,48
824,hombre,19,11,media,Bolivar,781242,48
825,hombre,53,11,media,Bolivar,1000000,48
826,hombre,27,13,superior,Bolivar,781242,48
827,mujer,40,13,superior,Bolivar,600000,48
828,hombre,38,11,media,Bolivar,800000,48
829,mujer,40,16,superior,Bolivar,900000,48
830,mujer,56,16,superior,Bolivar,500000,40
831,hombre,57,13,superior,Bolivar,1000000,48
832,mujer,33,16,superior,Bolivar,1200000,48
833,hombre,18,13,superior,Bolivar,600000,20
834,hombre,51,16,superior,Bolivar,1500000,40
835,mujer,38,13,superior,Bolivar,781242,48
836,hombre,56,18,superior,Bolivar,3000000,40
837,mujer,63,0,ninguno,Bolivar,80000,8
838,mujer,54,0,ninguno,Bolivar,80000,20
839,mujer,52,6,secundaria,Bolivar,120000,24
840,mujer,41,11,media,Bolivar,500000,48
841,hombre,46,11,media,Bolivar,500000,48
842,mujer,30,11,media,Bolivar,781242,48
843,hombre,29,6,secundaria,Bolivar,1200000,48
844,mujer,50,6,secundaria,Bolivar,650000,48
845,hombre,53,6,secundaria,Bolivar,700000,48
846,hombre,22,11,media,Bolivar,781242,48
847,hombre,39,11,media,Bolivar,800000,70
848,mujer,33,11,media,Bolivar,1570000,40
849,hombre,60,5,primaria,Bolivar,700000,48
850,hombre,32,13,superior,Bolivar,700000,60
851,mujer,36,13,superior,Bolivar,650000,50
852,hombre,46,11,media,Bolivar,1300000,60
853,mujer,44,7,secundaria,Bolivar,680000,40
854,mujer,23,11,media,Bolivar,781242,48
855,hombre,38,13,superior,Bolivar,1200000,48
856,hombre,49,19,superior,Bolivar,3200000,48
857,hombre,62,5,primaria,Bolivar,700000,55
858,hombre,57,16,superior,Bolivar,3500000,48
859,hombre,27,14,superior,Bolivar,2000000,50
860,hombre,39,16,superior,Bolivar,2000000,48
861,hombre,36,11,media,Bolivar,2400000,48
862,hombre,56,6,secundaria,Bolivar,640000,42
863,mujer,52,9,secundaria,Bolivar,781242,48
864,mujer,33,8,secundaria,Bolivar,800000,60
865,hombre,28,15,superior,Bolivar,1290000,48
866,hombre,42,4,primaria,Bolivar,700000,50
867,hombre,21,11,media,Bolivar,130000,50
868,mujer,64,5,primaria,Bolivar,200000,25
869,mujer,55,11,media,Bolivar,600000,48
870,hombre,24,11,media,Bolivar,1600000,48
871,hombre,48,11,media,Bolivar,750000,48
872,hombre,23,12,superior,Bolivar,400000,48
873,hombre,34,11,media,Bolivar,1800000,48
874,hombre,27,11,media,Bolivar,850000,48
875,mujer,51,5,primaria,Bolivar,150000,30
876,mujer,61,8,secundaria,Bolivar,170000,30
877,hombre,32,5,primaria,Bolivar,500000,50
878,hombre,26,11,media,Bolivar,500000,50
879,mujer,26,11,media,Bolivar,70000,40
880,mujer,49,5,primaria,Bolivar,500000,40
881,hombre,51,5,primaria,Bolivar,700000,40
882,hombre,61,11,media,Bolivar,720000,48
883,mujer,37,11,media,Bolivar,781242,48
884,hombre,38,11,media,Bolivar,781242,48
885,hombre,38,16,superior,Bolivar,3500000,48
886,mujer,55,16,superior,Bolivar,2200000,48
887,hombre,49,13,superior,Bolivar,1300000,50
888,hombre,56,16,superior,Bolivar,1800000,40
889,mujer,50,16,superior,Bolivar,2000000,48
890,mujer,50,16,superior,Bolivar,240000,50
891,mujer,29,13,superior,Bolivar,600000,30
892,mujer,27,13,superior,Bolivar,869453,48
893,hombre,32,13,superior,Bolivar,1000000,55
894,mujer,38,16,superior,Bolivar,2000000,48
895,hombre,54,19,superior,Bolivar,1000000,24
896,mujer,24,16,superior,Bolivar,1200000,48
897,hombre,47,16,superior,Bolivar,3500000,48
898,mujer,42,16,superior,Bolivar,2000000,48
899,mujer,50,14,superior,Bolivar,1200000,48
900,hombre,45,11,media,Bolivar,3800000,70
901,hombre,43,11,media,Bolivar,1100000,48
902,mujer,34,11,media,Bolivar,1200000,48
903,hombre,55,11,media,Bolivar,1300000,48
904,mujer,55,11,media,Bolivar,400000,20
905,mujer,29,16,superior,Bolivar,1000000,40
906,hombre,21,16,superior,Bolivar,2300000,48
907,hombre,26,13,superior,Bolivar,1000000,48
908,mujer,31,11,media,Bolivar,300000,32
909,hombre,29,5,primaria,Bolivar,450000,48
910,mujer,23,6,secundaria,Bolivar,100000,16
911,hombre,26,13,superior,Bolivar,800000,48
912,mujer,23,13,superior,Bolivar,150000,48
913,mujer,46,9,secundaria,Bolivar,400000,48
914,hombre,26,6,secundaria,Bolivar,900000,48
915,hombre,26,11,media,Bolivar,600000,48
916,hombre,48,6,secundaria,Bolivar,360000,40
917,hombre,23,11,media,Bolivar,200000,40
918,hombre,46,11,media,Bolivar,800000,60
919,hombre,40,8,secundaria,Bolivar,800000,50
920,hombre,50,5,primaria,Bolivar,800000,48
921,hombre,21,11,media,Bolivar,500000,40
922,mujer,53,7,secundaria,Bolivar,450000,56
923,mujer,39,11,media,Bolivar,650000,48
924,hombre,24,11,media,Bolivar,800000,48
925,mujer,20,11,media,Bolivar,850000,48
926,hombre,33,13,superior,Bolivar,1000000,48
927,mujer,32,11,media,Bolivar,340000,24
928,hombre,36,11,media,Bolivar,1200000,54
929,hombre,33,7,secundaria,Bolivar,800000,60
930,hombre,51,9,secundaria,Bolivar,600000,40
931,hombre,49,10,media,Bolivar,1000000,40
932,hombre,46,3,primaria,Bolivar,640000,32
933,mujer,65,0,ninguno,Bolivar,400000,40
934,hombre,27,6,secundaria,Bolivar,700000,32
935,hombre,64,5,primaria,Bolivar,400000,30
936,mujer,34,11,media,Bolivar,800000,48
937,hombre,64,3,primaria,Bolivar,840000,84
938,hombre,35,5,primaria,Bolivar,869453,48
939,hombre,50,11,media,Bolivar,850000,48
940,hombre,42,11,media,Bolivar,600000,25
941,mujer,37,14,superior,Bolivar,1500000,48
942,mujer,25,14,superior,Bolivar,300000,48
943,hombre,30,5,primaria,Bolivar,500000,40
944,hombre,31,11,media,Bolivar,750000,48
945,mujer,50,8,secundaria,Bolivar,781242,40
946,hombre,53,11,media,Bolivar,200000,40
947,mujer,53,9,secundaria,Bolivar,781242,48
948,hombre,54,14,superior,Bolivar,900000,48
949,hombre,45,8,secundaria,Bolivar,640000,40
950,mujer,35,11,media,Bolivar,70000,20
951,hombre,50,11,media,Bolivar,700000,48
952,mujer,52,11,media,Bolivar,1000000,48
953,hombre,23,12,superior,Bolivar,781242,48
954,hombre,21,11,media,Bolivar,450000,48
955,mujer,42,11,media,Bolivar,781242,48
956,hombre,50,3,primaria,Bolivar,600000,42
957,mujer,45,5,primaria,Bolivar,2000000,56
958,hombre,22,11,media,Bolivar,500000,48
959,hombre,18,11,media,Bolivar,400000,48
960,hombre,48,16,superior,Bolivar,192000,48
961,mujer,37,16,superior,Bolivar,1800000,48
962,mujer,25,14,superior,Bolivar,1400000,48
963,hombre,64,14,superior,Bolivar,900000,30
964,hombre,20,11,media,Bolivar,900000,56
965,mujer,44,16,superior,Bolivar,2000000,48
966,hombre,31,12,superior,Bolivar,781242,54
967,mujer,31,13,superior,Bolivar,1100000,48
968,hombre,28,17,superior,Bolivar,4000000,50
969,mujer,26,16,superior,Bolivar,2000000,48
970,mujer,25,11,media,Bolivar,781242,50
971,hombre,29,13,superior,Bolivar,1400000,48
972,mujer,26,13,superior,Bolivar,750000,60
973,mujer,35,16,superior,Bolivar,1300000,30
974,mujer,54,14,superior,Bolivar,4000000,48
975,hombre,28,16,superior,Bolivar,500000,40
976,mujer,28,13,superior,Bolivar,781242,48
977,hombre,28,13,superior,Bolivar,1300000,50
978,mujer,63,18,superior,Bolivar,2300000,40
979,hombre,33,11,media,Bolivar,2200000,50
980,mujer,29,13,superior,Bolivar,781242,48
981,mujer,42,17,superior,Bolivar,2400000,30
982,hombre,39,16,superior,Bolivar,3200000,48
983,mujer,39,16,superior,Bolivar,3000000,48
984,mujer,64,5,primaria,Boyaca,300000,20
985,hombre,38,1,primaria,Boyaca,1100000,40
986,hombre,33,16,superior,Boyaca,600000,48
987,hombre,63,11,media,Boyaca,200000,40
988,mujer,61,13,superior,Boyaca,800000,20
989,hombre,29,18,superior,Boyaca,200000,26
990,mujer,58,11,media,Boyaca,1500000,40
991,mujer,60,11,media,Boyaca,781242,48
992,hombre,36,11,media,Boyaca,840000,48
993,hombre,38,11,media,Boyaca,840000,48
994,hombre,40,1,primaria,Boyaca,781242,45
995,hombre,43,5,primaria,Boyaca,600000,50
996,mujer,38,11,media,Boyaca,600000,50
997,hombre,36,11,media,Boyaca,1000000,50
998,hombre,52,10,media,Boyaca,1100000,60
999,mujer,21,17,superior,Boyaca,781242,40
1000,mujer,19,12,superior,Boyaca,35500,6
1001,hombre,58,3,primaria,Boyaca,600000,40
1002,hombre,36,11,media,Boyaca,781242,48
1003,mujer,31,18,superior,Boyaca,1000000,50
1004,mujer,46,5,primaria,Boyaca,40000,4
